OBJECTID,SOURCE,VIL_UID,CENTER,CNTR_CODE,AFG_UID,POPULATION,LANGUAGE_,LANG_CODE,ELEVATION,LAT_Y,LON_X,MISTI_PROV,MISTI_DIST,VILLAGE_NA,DIST_CODE,DIST_NA_EN,DIST_NA_DA,PROV_NA_EN,PROV_NA_DA,PROV_CODE
44832,Yale POP_MASTER,KBL-116,Provincial,2,KBL-KBL-116,2536571,Dari,1,1800.860962,34.5228,69.1808,KBL,KBL,Kabul,101,Kabul,????,Kabul,????,1
43168,Yale POP_MASTER,HRT-026,Provincial,2,HRT-HRT-026,350597,Dari,1,927.6903076,34.3458,62.2079,HRT,HRT,Herat,3001,Herat,????,Hirat,????,30
9181,Yale POP_MASTER,DND-051,Provincial,2,KND-DND-051,326856,Pashto,2,1015.859985,31.6218,65.701,KND,DND,Kandahar,3301,Kandahar,??????,Kandahar,??????,33
44841,Yale POP_MASTER,MSF-003,Provincial,2,BLK-MSF-003,300600,Hazaragi,8,367.7052917,36.7023,67.103,BLK,MSF,Mazar-e-sharif,1801,Mazar-e-Sharif,???? ????,Balkh,???,18
27885,Yale POP_MASTER,JAD-010,Provincial,2,NGR-JAD-010,169230,Pashto,2,572.1810303,34.4279,70.4503,NGR,JAD,Jalalabad,601,Jalalabad,???? ????,Nangarhar,???????,6
31463,Yale POP_MASTER,KDZ-185,Provincial,2,KDZ-KDZ-185,120218,Dari,1,404.5372925,36.7264,68.8709,KDZ,KDZ,Kunduz,1701,Kunduz,????,Kunduz,????,17
39709,Yale POP_MASTER,KKN-028,District,1,KBL-KKN-028,75455,Dari,1,1589.369995,34.7852,69.1476,KBL,KKN,Kalakan,109,Kalakan,?????,Kabul,????,1
43371,Yale POP_MASTER,INL-232,District,1,HRT-INL-232,67897,Dari,1,930.8831787,34.327,62.2185,HRT,INL,Injil,3002,Injil,?????,Hirat,????,30
20419,Yale POP_MASTER,MMN-033,Provincial,2,FYB-MMN-033,68669,Uzbek,3,867.4379883,35.9204,64.7838,FYB,MMN,Maymana,2801,Maymana,?????,Faryab,??????,28
1931,Yale POP_MASTER,MAR-167,District,1,HLM-MAR-167,68022,Pashto,2,772.324585,31.5136,64.1159,HLM,MAR,Marjeh,3203,Nad-e-Ali,??????,Hilmand,?????,32
44255,Yale POP_MASTER,BIJ-225,District,1,BGL-BIJ-225,59233,Pashto,2,535.5056152,36.1221,68.6861,BGL,BIJ,Baghlan-e-jadid,902,Baghlan-e-Jadid,????? ????,Baghlan,?????,9
41011,Yale POP_MASTER,HAK-095,NA,0,KAP-HAK-095,62380,Dari,1,1584.612061,35.1357,69.2976,KAP,HAK,Ezzatkhel,207,Hisa-e- Awal-e- Kohestan,??? ??? ???????,Kapisa,??????,2
20650,Yale POP_MASTER,GAZ-094,Provincial,2,GZN-GAZ-094,50813,Dari,1,2178.704102,33.5579,68.4202,GZN,GAZ,Ghazni,1101,Ghazni,????,Ghazni,????,11
34972,Yale POP_MASTER,KNB-188,District,1,KDZ-KNB-188,48866,Dari,1,492.8739929,36.6823,69.1086,KDZ,KNB,Khan Abad,1706,Khanabad,??? ????,Kunduz,????,17
36322,Yale POP_MASTER,CHR-098,Provincial,2,PWN-CHR-098,50557,Dari,1,1546.600952,35.0159,69.1741,PWN,CHR,Chaharikar (1),301,Charikar,???????,Parwan,?????,3
37246,Yale POP_MASTER,PGM-140,District,1,KBL-PGM-140,44303,Pashto,2,2288.839111,34.5884,68.9585,KBL,PGM,Paghman,104,Paghman,?????,Kabul,????,1
7386,Yale POP_MASTER,AG1-066,District,1,KND-AG1-066,44400,Pashto,2,998.4290771,31.6552,65.6495,KND,AG1,Arghandab (1),3302,Arghandab,???????,Kandahar,??????,33
39923,Yale POP_MASTER,TLQ-206,Provincial,2,TKR-TLQ-206,43685,Uzbek,3,802.8482056,36.7395,69.537,TKR,TLQ,Taloqan,1601,Taloqan,??????,Takhar,????,16
36793,Yale POP_MASTER,BAM-113,District,1,PWN-BAM-113,42984,Dari,1,1482.047974,34.9465,69.2562,PWN,BAM,Bagram (2),304,Bagram,?????,Parwan,?????,3
26486,Yale POP_MASTER,KUM-046,District,1,BLK-KUM-046,42356,Dari,1,438.0093079,36.7022,67.7256,BLK,KUM,Khulm,1809,Khulm,???,Balkh,???,18
10206,Yale POP_MASTER,SBG-122,Provincial,2,JWJ-SBG-122,38591,Pashto,2,359.8045959,36.6696,65.7491,JWJ,SBG,Shiberghan,2701,Shiberghan,??????,Jawzjan,??????,27
40236,Yale POP_MASTER,PLK-143,Provincial,2,BGL-PLK-143,40260,Pashto,2,696.0541992,35.9441,68.7193,BGL,PLK,Pul-e- Khumri,901,Pul-e- khumri,??????,Baghlan,?????,9
5358,Yale POP_MASTER,LKG-090,Provincial,2,HLM-LKG-090,37596,Pashto,2,770.960022,31.5818,64.3547,HLM,LKG,Lashkar Gah,3201,Lashkargah,???????,Hilmand,?????,32
6125,Yale POP_MASTER,MRF-327,District,1,KND-MRF-327,35451,Other,9,1738.401001,31.6445,67.1732,KND,MRF,Maruf,3316,Maruf,?????,Kandahar,??????,33
38706,Yale POP_MASTER,MSR-086,Provincial,2,WDK-MSR-086,40613,Pashto,2,2204.571045,34.3915,68.8638,WDK,MSR,Maydan Shahr,401,Maydanshahr,????? ???,Wardak,????,4
10406,Yale POP_MASTER,AQA-035,District,1,JWJ-AQA-035,35997,Turkmen,4,292.1896057,36.9159,66.1895,JWJ,AQA,Aqcha,2707,Aqcha,????,Jawzjan,??????,27
36873,Yale POP_MASTER,ESF-043,District,1,KBL-ESF-043,34541,Dari,1,1843.203979,34.8303,69.0772,KBL,ESF,Estalef,114,Estalef,??????,Kabul,????,1
28741,Yale POP_MASTER,ALG-141,District,1,LGM-ALG-141,34410,Pashto,2,1056.290039,34.7838,70.106,LGM,ALG,Alishang,702,Alishang,??????,Laghman,?????,7
7837,Yale POP_MASTER,PJW-065,NA,0,KND-PJW-065,36255,Pashto,2,895.8989868,31.4776,65.2756,KND,PJW,Kamp Mahjeren,3304,Panjwayi,???????,Kandahar,??????,33
4187,Yale POP_MASTER,FRH-133,Provincial,2,FAR-FRH-133,31480,Pashto,2,663.9468994,32.3842,62.1227,FAR,FRH,Farah,3101,Farah,????,Farah,????,31
10766,Yale POP_MASTER,MMN-034,NA,0,FYB-MMN-034,30374,Uzbek,3,866.2592773,35.9031,64.7576,FYB,MMN,Pashtun Kot,2801,Maymana,?????,Faryab,??????,28
6993,Yale POP_MASTER,GHN-079,District,1,HRT-GHN-079,28300,Pashto,2,795.7443848,34.3449,61.4941,HRT,GHN,Ghoryan,3009,Ghoryan,??????,Hirat,????,30
28559,Yale POP_MASTER,BKT-067,District,1,NGR-BKT-067,30136,Pashto,2,545.4072266,34.2604,70.7424,NGR,BKT,Bati Kot,615,Batikot,??? ???,Nangarhar,???????,6
26608,Yale POP_MASTER,PLM-208,Provincial,2,LGR-PLM-208,33430,Pashto,2,1903.084961,33.9934,69.0331,LGR,PLM,Pul-e- Alam,501,Pul-e- Alam,?? ???,Logar,????,5
38235,Yale POP_MASTER,FB1-139,Provincial,2,BDK-FB1-139,31837,Dari,1,1207.822021,37.1144,70.5826,BDK,FB1,Faiz Abad,1501,Fayzabad,??? ????,Badakhshan,??????,15
29405,CCI Field Team,MRW-039,NA,0,KUN-MRW-039,30151,Pashto,2,857.5994873,34.89,71.1785,KUN,MRW,Loay,1305,Marawara,?????,Kunar,??? ??,13
29426,Yale POP_MASTER,MRW-036,District,1,KUN-MRW-036,27160,Pashto,2,860.526123,34.89,71.1785,KUN,MRW,Marawara,1305,Marawara,?????,Kunar,??? ??,13
10123,Yale POP_MASTER,ANY-018,District,1,FYB-ANY-018,26700,Uzbek,3,308.2598877,36.9431,65.1275,FYB,ANY,Andkhoy (2),2811,Andkhoy,??????,Faryab,??????,28
39658,Yale POP_MASTER,DEZ-058,District,1,KBL-DEZ-058,25785,Pashto,2,1776.823975,34.5992,69.2601,KBL,DEZ,Deh Sabz,102,Dehsabz,?? ???,Kabul,????,1
36965,Yale POP_MASTER,SKD-108,District,1,KBL-SKD-108,27354,Pashto,2,2046.609985,34.6862,69.0285,KBL,SKD,Shakardara,103,Shakardara,??????,Kabul,????,1
21513,Yale POP_MASTER,DDI-063,District,1,BLK-DDI-063,26591,Dari,1,392.2124939,36.6666,66.9777,BLK,DDI,Deh Dadi,1806,Dehdadi,??????,Balkh,???,18
26796,Yale POP_MASTER,BRB-155,NA,0,LGR-BRB-155,29772,Dari,1,1963.697998,33.9172,68.9228,LGR,BRB,Jadran (2),504,Barakibarak,???? ???,Logar,????,5
40551,Yale POP_MASTER,QST-049,District,1,JWJ-QST-049,25672,Uzbek,3,919.0888062,36.0857,65.3878,JWJ,QST,Qosh Tepa,2704,Qushtepa,??? ????,Jawzjan,??????,27
21067,Yale POP_MASTER,SEP-228,Provincial,2,SRP-SEP-228,25438,Pashto,2,594.8397827,36.2551,65.9223,SRP,SEP,Sar-e-pul,2001,Sar-e-Pul,????,Sar-e-Pul,????,20
5344,Yale POP_MASTER,LKG-052,NA,0,HLM-LKG-052,24491,Dari,1,789.1331177,31.6217,64.3682,HLM,LKG,Kamp Mahajerin Haji Khan Wali,3201,Lashkargah,???????,Hilmand,?????,32
27994,Yale POP_MASTER,GOA-057,District,1,NGR-GOA-057,23666,Pashto,2,484.439209,34.3539,70.7778,NGR,GOA,Goshta,616,Goshta,?????,Nangarhar,???????,6
27571,Yale POP_MASTER,CAR-070,District,1,NGR-CAR-070,25479,Pashto,2,944.9052124,34.2779,70.3615,NGR,CAR,Chaparhar,605,Chaparhar,??? ???,Nangarhar,???????,6
40150,Yale POP_MASTER,BK1-067,District,1,TKR-BK1-067,23044,Dari,1,712.9055176,36.8062,69.4148,TKR,BK1,Baharak,1603,Baharak,?????,Takhar,????,16
18454,Yale POP_MASTER,DYK-068,NA,0,GZN-DYK-068,25409,Pashto,2,2108.301025,33.4503,68.5333,GZN,DYK,Sangar (2),1106,Dehyak,?? ??,Ghazni,????,11
40373,Yale POP_MASTER,KBD-048,NA,0,KAP-KBD-048,24230,Pashai,6,1805.795044,35.1029,69.4236,KAP,KBD,Hajikhel,203,Kohband,??? ???,Kapisa,??????,2
24342,Yale POP_MASTER,GDZ-125,Provincial,2,PKY-GDZ-125,23977,Pashto,2,2308.284912,33.5975,69.2293,PKY,GDZ,Gardez,1201,Gardez,?????,Paktya,?????,12
33822,Yale POP_MASTER,CAB-076,District,1,TKR-CAB-076,19898,Dari,1,1057.787964,37.3926,69.8174,TKR,CAB,Chah Ab,1610,Chahab,??? ??,Takhar,????,16
44332,Yale POP_MASTER,NJB-185,District,1,KAP-NJB-185,20761,Dari,1,1660.682983,34.9794,69.5721,KAP,NJB,Nejrab,202,Nejrab,?????,Kapisa,??????,2
42591,Yale POP_MASTER,ARB-075,NA,0,BGL-ARB-075,24503,Dari,1,1513.432983,35.6302,69.2561,BGL,ARB,Banow,908,Andarab,??????,Baghlan,?????,9
43090,Yale POP_MASTER,NZS-212,District,1,HRT-NZS-212,19354,Dari,1,959.0175781,34.2328,62.2219,HRT,NZS,Guzara,3005,Guzara,????,Hirat,????,30
27847,Yale POP_MASTER,SRR-049,NA,0,NGR-SRR-049,17253,Pashto,2,625.1870728,34.3856,70.4428,NGR,SRR,Farm Hada,603,Surkhrod,??? ???,Nangarhar,???????,6
28226,Yale POP_MASTER,ACN-155,NA,0,NGR-ACN-155,20279,Pashto,2,962.0786743,34.126,70.7136,NGR,ACN,Sra Kala,617,Achin,????,Nangarhar,???????,6
28225,Yale POP_MASTER,ACN-154,District,1,NGR-ACN-154,16674,Pashto,2,973.2011108,34.1227,70.7122,NGR,ACN,Achin,617,Achin,????,Nangarhar,???????,6
22513,Yale POP_MASTER,SR2-043,District,1,PKK-SR2-043,18519,Pashto,2,2394.738037,32.7887,69.0893,PKK,SR2,Sarobi,2509,Sarobi,?????,Paktika,??????,25
39577,Yale POP_MASTER,SR1-182,District,1,KBL-SR1-182,20913,Pashto,2,981.2130127,34.5896,69.7647,KBL,SR1,Surobi,113,Surobi,?????,Kabul,????,1
41418,Yale POP_MASTER,NRN-138,District,1,BGL-NRN-138,18460,Dari,1,1157.829956,36.0658,69.1356,BGL,NRN,Nahrin,905,Nahrin,?????,Baghlan,?????,9
44984,Yale POP_MASTER,KZK-076,District,1,NGR-KZK-076,16072,Pashto,2,602.1975708,34.5701,70.5842,NGR,KZK,Kuz Kunar,608,Kuzkunar,??? ???,Nangarhar,???????,6
40178,Yale POP_MASTER,BNG-081,District,1,TKR-BNG-081,15234,Uzbek,3,668.9415283,36.724,69.2983,TKR,BNG,Bangi (2),1604,Bangi,????,Takhar,????,16
30424,Yale POP_MASTER,WYG-043,District,1,NRS-WYG-043,17591,Nuristani,7,1921.271973,35.188,70.9905,NRS,WYG,Waygal,1406,Waygal,?????,Nuristan,???????,14
30266,Yale POP_MASTER,KGR-058,District,1,TKR-KGR-058,15563,Uzbek,3,511.46521,37.0647,69.4229,TKR,KGR,Khwaja Ghar,1614,Khwajaghar,????? ???,Takhar,????,16
43041,Yale POP_MASTER,KRH-128,District,1,HRT-KRH-128,15771,Dari,1,1105.91394,34.3941,62.4317,HRT,KRH,Karukh (2),3007,Karukh,????,Hirat,????,30
1426,Yale POP_MASTER,KRB-173,District,1,HRT-KRB-173,15774,Dari,1,1238.511963,34.7815,62.1237,HRT,KRB,Kushk,3003,Kushk,????,Hirat,????,30
22811,Yale POP_MASTER,GAN-048,District,1,PKK-GAN-048,16111,Pashto,2,2137.883057,32.9782,69.3718,PKK,GAN,Gayan,2516,Gyan,????,Paktika,??????,25
23439,Yale POP_MASTER,GRB-058,District,1,KST-GRB-058,20549,Pashto,2,1206.088989,33.288,69.9127,KST,GRB,Gurbuz,2607,Gurbuz,????,Khost,????,26
10447,Yale POP_MASTER,CBK-111,District,1,BLK-CBK-111,17851,Pashto,2,327.8312073,36.7913,66.6874,BLK,CBK,Char Bulak,1812,Charbulak,??? ????,Balkh,???,18
28085,Yale POP_MASTER,KOT-049,District,1,NGR-KOT-049,14311,Pashto,2,751.0742188,34.1933,70.6414,NGR,KOT,Kot,614,Kot,???,Nangarhar,???????,6
20319,Yale POP_MASTER,DW2-087,District,1,BLK-DW2-087,15103,Pashto,2,312.0042114,36.9896,66.8229,BLK,DW2,Dawlat Abad,1804,Dawlatabad,???? ????,Balkh,???,18
27503,Yale POP_MASTER,PAM-062,District,1,NGR-PAM-062,14842,Pashto,2,1208.572021,34.2033,70.2842,NGR,PAM,Pachier Agam,612,Pachieragam,????????,Nangarhar,???????,6
14902,Yale POP_MASTER,QGN-015,District,1,FYB-QGN-015,13897,Turkmen,4,313.0918884,36.9173,65.0693,FYB,QGN,Qorghan,2814,Qorghan,?????,Faryab,??????,28
21361,Yale POP_MASTER,SLG-120,District,1,BLK-SLG-120,13363,Dari,1,582.0739136,36.3421,66.8789,BLK,SLG,Sholgareh,1814,Sholgareh,??????,Balkh,???,18
28035,Yale POP_MASTER,RDT-062,District,1,NGR-RDT-062,13257,Pashto,2,784.1030884,34.2551,70.5666,NGR,RDT,Rodat,606,Rodat,?????,Nangarhar,???????,6
30707,Yale POP_MASTER,AYB-061,Provincial,2,SMG-AYB-061,13122,Uzbek,3,966.9069214,36.2655,68.0164,SMG,AYB,Samangan (aybak),1901,Aybak,????,Samangan,??????,19
20247,Yale POP_MASTER,BAH-130,District,1,BLK-BAH-130,15119,Pashto,2,344.96521,36.758,66.893,BLK,BAH,Balkh,1805,Balkh,???,Balkh,???,18
25120,Yale POP_MASTER,DER-053,District,1,NGR-DER-053,15407,Pashai,6,896.2520142,34.6502,70.5919,NGR,DER,Dara-e-nur,609,Dara-e-Nur,??? ???,Nangarhar,???????,6
20708,Yale POP_MASTER,GAZ-088,NA,0,GZN-GAZ-088,12624,Dari,1,2275.924072,33.5813,68.4519,GZN,GAZ,Rowza Sultan Mahmod,1101,Ghazni,????,Ghazni,????,11
44490,Yale POP_MASTER,ALY-064,District,1,KAP-ALY-064,14355,Pashai,6,1597.77002,34.8953,69.7213,KAP,ALY,Alasay,206,Alasay,??? ???,Kapisa,??????,2
29350,CCI Field Team,SRK-045,NA,0,KUN-SRK-045,16013,Pashto,2,813.8482056,34.7918,71.1104,KUN,SRK,Said Khel Emranabad,1304,Sarkani,??????,Kunar,??? ??,13
29364,Yale POP_MASTER,SRK-038,District,1,KUN-SRK-038,12077,Pashto,2,792.5144043,34.7918,71.1104,KUN,SRK,Sarkani,1304,Sarkani,??????,Kunar,??? ??,13
3099,Yale POP_MASTER,KOS-035,NA,0,HRT-KOS-035,11997,Pashto,2,732.5640869,34.6551,61.0942,HRT,KOS,Now Abad Qodos Abad,3014,Kohsan,??????,Hirat,????,30
4664,Yale POP_MASTER,MSQ-102,NA,0,HLM-MSQ-102,12569,Pashto,2,1014.762024,32.3525,64.786,HLM,MSQ,Kunjak,3206,Musaqalah,???? ????,Hilmand,?????,32
29796,Yale POP_MASTER,GAD-065,District,1,KUN-GAD-065,12027,Nuristani,7,1044.333984,35.1381,71.3836,KUN,GAD,Ghazi Abad,1312,Ghaziabad,???? ????,Kunar,??? ??,13
29176,Yale POP_MASTER,CDA-092,District,1,KUN-CDA-092,16068,Pashto,2,1434.332031,34.9786,70.7282,KUN,CDA,Chapa Dara,1313,Chapadara,??? ???,Kunar,??? ??,13
40483,Yale POP_MASTER,ALY-026,NA,0,KAP-ALY-026,12559,Pashai,6,2409.444092,34.9655,69.8102,KAP,ALY,Kafar Now,206,Alasay,??? ???,Kapisa,??????,2
29397,Yale POP_MASTER,ASD-014,Provincial,2,KUN-ASD-014,12011,Pashto,2,842.7277832,34.8768,71.1475,KUN,ASD,Asad Abad,1301,Asadabad,??? ????,Kunar,??? ??,13
18691,Yale POP_MASTER,AND-265,District,1,GZN-AND-265,20931,Pashto,2,2076.180908,33.3239,68.4411,GZN,AND,Andar,1105,Andar,????,Ghazni,????,11
43257,Yale POP_MASTER,INL-116,NA,0,HRT-INL-116,11526,Dari,1,924.9429932,34.3264,62.1975,HRT,INL,Karta (3) Sufla,3002,Injil,?????,Hirat,????,30
28926,CCI Field Team,KKU-104,NA,0,KUN-KKU-104,14516,Pashto,2,703.3729248,34.6482,70.8917,KUN,KKU,Darang,1309,Khaskunar,??? ???,Kunar,??? ??,13
28966,Yale POP_MASTER,KKU-091,District,1,KUN-KKU-091,11005,Pashto,2,704.6549072,34.6482,70.8917,KUN,KKU,Khas Kunar,1309,Khaskunar,??? ???,Kunar,??? ??,13
29893,Yale POP_MASTER,KBN-023,District,1,TKR-KBN-023,11732,Uzbek,3,432.1825867,37.3482,69.532,TKR,KBN,Khwaja Bahwddin,1612,Khwajabahawuddin,????? ?????????,Takhar,????,16
24009,Yale POP_MASTER,DWP-046,NA,0,PKY-DWP-046,12806,Pashto,2,2113.124023,33.884,69.8843,PKY,DWP,Dere Derang,1211,Dand wa Patan,??? ?????,Paktya,?????,12
14952,Yale POP_MASTER,QRQ-015,District,1,JWJ-QRQ-015,10600,Turkmen,4,263.4393921,37.4127,66.0364,JWJ,QRQ,Qarqin,2709,Qarqin,?????,Jawzjan,??????,27
34709,Yale POP_MASTER,IMS-176,District,1,KDZ-IMS-176,11277,Uzbek,3,355.915802,37.1823,68.9215,KDZ,IMS,Emam Saheb,1702,Emamsaheb,???? ????,Kunduz,????,17
22954,Yale POP_MASTER,SPE-075,District,1,KST-SPE-075,14169,Pashto,2,1721.375977,33.2025,69.5165,KST,SPE,Spera,2611,Spera,?????,Khost,????,26
29331,Yale POP_MASTER,NRG-075,District,1,KUN-NRG-075,12860,Pashto,2,778.9536743,34.7646,71.0676,KUN,NRG,Narang,1303,Narang,????,Kunar,??? ??,13
34288,Yale POP_MASTER,RTQ-189,District,1,TKR-RTQ-189,11503,Uzbek,3,1300.331055,37.1295,69.8253,TKR,RTQ,Rostaq,1609,Rostaq,??????,Takhar,????,16
32954,Yale POP_MASTER,BMY-179,Provincial,2,BMY-BMY-179,13613,Dari,1,2539.824951,34.8202,67.8325,BMY,BMY,Bamyan,1001,Bamyan,??????,Bamyan,??????,10
22023,Yale POP_MASTER,ZRM-135,NA,0,PKY-ZRM-135,10730,Pashto,2,2342.85498,33.2647,69.0441,PKY,ZRM,Naray Obeh,1204,Zurmat,?????,Paktya,?????,12
39327,Yale POP_MASTER,BGM-056,District,1,KBL-BGM-056,10281,Dari,1,1787.625977,34.4945,69.2766,KBL,BGM,Bagrami,107,Bagrami,??????,Kabul,????,1
23051,Yale POP_MASTER,TNI-135,District,1,KST-TNI-135,13803,Pashto,2,1301.956055,33.2436,69.83,KST,TNI,Tani,2606,Tani,???,Khost,????,26
39313,Yale POP_MASTER,BGM-038,NA,0,KBL-BGM-038,10478,Pashto,2,1787.409058,34.5066,69.2618,KBL,BGM,Qala Ahmad Khan,107,Bagrami,??????,Kabul,????,1
4649,Yale POP_MASTER,MSQ-147,NA,0,HLM-MSQ-147,9978,Pashto,2,1026.912964,32.4066,64.7531,HLM,MSQ,Toghi,3206,Musaqalah,???? ????,Hilmand,?????,32
14891,Yale POP_MASTER,QQL-022,District,1,FYB-QQL-022,10232,Turkmen,4,321.725708,36.8764,65.0792,FYB,QQL,Qaram Qol,2812,Qaramqol,??? ??,Faryab,??????,28
24036,Yale POP_MASTER,DWP-045,District,1,PKY-DWP-045,10920,Pashto,2,1571.623047,33.8205,69.9434,PKY,DWP,Dand Wa Patan,1211,Dand wa Patan,??? ?????,Paktya,?????,12
28528,Yale POP_MASTER,LPR-024,District,1,NGR-LPR-024,10877,Pashto,2,447.6570129,34.2404,71.0506,NGR,LPR,Lal Pur,620,Lalpur,??? ???,Nangarhar,???????,6
20663,Yale POP_MASTER,GAZ-041,NA,0,GZN-GAZ-041,12976,Pashto,2,2216.50293,33.5555,68.3989,GZN,GAZ,Khak Ghareban,1101,Ghazni,????,Ghazni,????,11
30145,Yale POP_MASTER,DAR-145,District,1,KDZ-DAR-145,11912,Pashto,2,403.6745911,37.0866,69.233,KDZ,DAR,Dasht-e-archi,1707,Dasht-e-Archi,??? ????,Kunduz,????,17
9972,Yale POP_MASTER,QLT-096,Provincial,2,ZBL-QLT-096,15170,Pashto,2,1571.384033,32.1059,66.9039,ZBL,QLT,Qalat,2401,Qalat,????,Zabul,????,24
36552,Yale POP_MASTER,JSJ-097,District,1,PWN-JSJ-097,11932,Dari,1,1603.151001,35.115,69.2407,PWN,JSJ,Jabalussaraj,302,Jabalussaraj,??? ??????,Parwan,?????,3
27819,Yale POP_MASTER,BHD-073,NA,0,NGR-BHD-073,10589,Pashto,2,549.9998779,34.3675,70.569,NGR,BHD,Samar Khail,602,Behsud,?????,Nangarhar,???????,6
27754,Yale POP_MASTER,QGI-159,District,1,LGM-QGI-159,16005,Pashto,2,643.2036743,34.534,70.2949,LGM,QGI,Qarghayi,703,Qarghayi,???? ??,Laghman,?????,7
11022,Yale POP_MASTER,KQA-023,District,1,JWJ-KQA-023,10065,Turkmen,4,293.1200867,36.868,66.0895,JWJ,KQA,Khanaqa,2706,Khanaqa,?????,Jawzjan,??????,27
23945,Yale POP_MASTER,CHM-086,District,1,PKY-CHM-086,13504,Pashto,2,1807.21106,33.8069,69.7889,PKY,CHM,Chamkani,1210,Chamkani,?????,Paktya,?????,12
30156,Yale POP_MASTER,DAR-144,NA,0,KDZ-DAR-144,9767,Pashto,2,441.7390137,37.0713,69.2987,KDZ,DAR,Archi,1707,Dasht-e-Archi,??? ????,Kunduz,????,17
27753,Yale POP_MASTER,QGI-158,NA,0,LGM-QGI-158,9915,Pashto,2,653.9802856,34.5535,70.2424,LGM,QGI,Lal Khanabad,703,Qarghayi,???? ??,Laghman,?????,7
24172,Yale POP_MASTER,SYK-067,District,1,PKY-SYK-067,11109,Pashto,2,2510.577881,33.7259,69.4004,PKY,SYK,Sayed Karam,1202,Sayedkaram,??????,Paktya,?????,12
27293,Yale POP_MASTER,SRZ-126,District,1,NGR-SRZ-126,14163,Pashto,2,1517.343018,34.2491,69.9922,NGR,SRZ,Sherzad,611,Sherzad,??????,Nangarhar,???????,6
23417,Yale POP_MASTER,KHS-178,Provincial,2,KST-KHS-178,9845,Pashto,2,1178.314941,33.3375,69.9169,KST,KHS,Khost(matun),2601,Khost(Matun),( ????(????,Khost,????,26
10738,Yale POP_MASTER,STG-081,NA,0,FYB-STG-081,9902,Uzbek,3,515.9796143,36.2602,64.8575,FYB,STG,Koh Sayyad,2804,Shirintagab,????? ????,Faryab,??????,28
3081,Yale POP_MASTER,BMG-098,NA,0,BDG-BMG-098,9424,Turkmen,4,397.959198,35.8069,63.141,BDG,BMG,Mor Chaq,2906,Balamurghab,???? ?????,Badghis,??????,29
28020,Yale POP_MASTER,RDT-034,NA,0,NGR-RDT-034,9327,Pashto,2,707.6873169,34.2916,70.5671,NGR,RDT,Kamp Mahjeren Sar Shahi,606,Rodat,?????,Nangarhar,???????,6
28015,Yale POP_MASTER,RDT-029,NA,0,NGR-RDT-029,9320,Pashto,2,771.4586182,34.2565,70.577,NGR,RDT,Hesar Shahi,606,Rodat,?????,Nangarhar,???????,6
37586,Yale POP_MASTER,QB2-059,District,1,KBL-QB2-059,9300,Dari,1,1539.704956,34.8554,69.1651,KBL,QB2,Qarabagh,108,Qarabagh,??? ???,Kabul,????,1
23307,Yale POP_MASTER,SBR-092,District,1,KST-SBR-092,12061,Pashto,2,1419.417969,33.5774,69.8842,KST,SBR,Sabari,2602,Sabari,????,Khost,????,26
2838,Yale POP_MASTER,SAN-069,District,1,HLM-SAN-069,10392,Pashto,2,889.8148193,32.0707,64.8403,HLM,SAN,Sangin,3205,Sangin,?????,Hilmand,?????,32
6821,Yale POP_MASTER,QEN-088,Provincial,2,BDG-QEN-088,11335,Dari,1,887.4561768,34.9874,63.1275,BDG,QEN,Qala-e-naw,2901,Qala-e-Naw,???? ??,Badghis,??????,29
8345,Yale POP_MASTER,SPB-162,NA,0,KND-SPB-162,11845,Pashto,2,1261.853027,31.0068,66.4395,KND,SPB,Nawi Kalay Hulya,3311,Spinboldak,???? ?????,Kandahar,??????,33
21414,Yale POP_MASTER,CEL-170,District,1,BLK-CEL-170,9989,Dari,1,398.0687866,36.6609,66.77,BLK,CEL,Chemtal,1813,Chemtal,?????,Balkh,???,18
23174,Yale POP_MASTER,NSK-043,District,1,KST-NSK-043,10671,Pashto,2,1419.60498,33.3112,69.6848,KST,NSK,Nadir Shah Kot,2604,Nadirshahkot,??????? ???,Khost,????,26
3592,Yale POP_MASTER,SHD-331,District,1,HRT-SHD-331,10609,Pashto,2,1073.321045,33.3132,62.1459,HRT,SHD,Shindand,3015,Shindand,??????,Hirat,????,30
3805,Yale POP_MASTER,JAG-578,District,1,GZN-JAG-578,19894,Dari,1,2489.106934,33.1392,67.438,GZN,JAG,Jaghuri,1113,Jaghuri,??????,Ghazni,????,11
28432,Yale POP_MASTER,DRA-043,District,1,NGR-DRA-043,13996,Pashto,2,1519.687012,34.0417,70.9292,NGR,DRA,Dor Baba,622,Durbaba,??? ????,Nangarhar,???????,6
29276,Yale POP_MASTER,DEH-130,District,1,KUN-DEH-130,13132,Pashto,2,1001.109009,34.9794,70.9072,KUN,DEH,Dara-e-pech,1307,Dara-e-Pech,??? ???,Kunar,??? ??,13
23363,Yale POP_MASTER,KHS-084,NA,0,KST-KHS-084,11647,Pashto,2,1119.676025,33.3625,69.9888,KST,KHS,Kunda,2601,Khost(Matun),( ????(????,Khost,????,26
21594,Yale POP_MASTER,SGC-133,NA,0,SRP-SGC-133,9985,Dari,1,1434.204956,35.8667,66.4333,SRP,SGC,Tukzar,2007,Sancharak(sangchark),???????,Sar-e-Pul,????,20
